No.,COD DANE DEPTO,DEPARTAMENTO UBICACION DISTRITO,COD DANE MUNICIPIO,MUNICIPIO UBICACION DISTRITO,MUNICIPIOS INFLUENCIA DISTRITO,VEREDA O CORREGIMIENTO,NOMBRE DEL DISTRITO,NOMBRE ASOCIACIÓN DE USUARIOS,NÚMERO ID ASOCIACIÓN,ESCALA DISTRITO,TIPO DE DISTRITO,DISTRITO EN OPERACION (S_N),AREA BRUTA -HA,AREA NETA INICIAL (beneficiada con ADT) - HA,NUMERO FAMILIAS,PRINCIPALES CULTIVOS,CONDICIÓN  JURIDICA DISTRITO,PROPIEDAD,ESTADO DE LA PROPIEDAD,RECURSOS CONSTRUCCIÓN,ADMINISTRADOR,NOMBRE FUENTE HIDRICA,SUBZONA HIDRICA,CAR,CONCESION AGUAS (S_N),NÚMERO CONCESIÓN,CAUDAL CONCESIÓN - LPS,FECHA CONCESIÓN,VIGENCIA CONCESIÓN,LONGITUD,LATITUD,OBSERVACIONES,POLIGONO DE AREA
412,47,MAGDALENA,"47,258",EL PIÑÓN,EL PIÑÓN,"EL SALAO, CORREGIMIENTO EL TÍO GOLLO",EL SALAO,ASOSALAO,477,Pequeña,Riego,NO,80,80,80,"Pancoger, Plátano, Yuca, Maíz, Ganadería, Cría de Especies Menores, Pastos, Frutales, Hortalizas, Ajonjolí, Sorgo, Limón, Mango, Cacao, Papaya",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago El Salado y Agua de Escorrentía,Cga Grande de Santa Marta,CORPAMAG,NO,,,,,74° 46.564' W,10° 21.703' N,,NO
413,47,MAGDALENA,"47,258",EL PIÑÓN,EL PIÑÓN,MONTERA,LA MONTERA,ASOMONTONERA,467,Pequeña,Riego,NO,80,80,79,"Pastos, Frutales, Hortalizas, Yuca, Maíz, Millo",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Embalse de Aguas Lluvias,Cga Grande de Santa Marta,CORPAMAG,NO,,,,,74° 42.426' W,10° 23.762' N,,NO
414,47,MAGDALENA,"47,288",FUNDACIÓN,FUNDACIÓN,CASERÍO MONTECRISTO,MONTECRISTO,USOMONTECRISTO,482,Pequeña,Riego,NO,45,45,18,"Tomate, Plátano, Frutales, Pastos, Yuca",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Río San Sebastián, Quebrada Cristalina",Cga Grande de Santa Marta,CORPAMAG,NO,,,,,74° 8.569' W,10° 23.735' N,,NO
415,47,MAGDALENA,"47,318",GUAMAL,GUAMAL,PLAYA BLANCA,LA RINCONADA,ASORINCONADA,475,Pequeña,Riego,NO,67,67,71,"Cítricos, Frutales, Pastos, Plátano, Yuca",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Ciénaga La Rinconada,Directos Bajo Magdalena entre El Banco y El Plato,CORPAMAG,NO,,,,,74° 12.038' W,9° 11.823' N,,NO
416,47,MAGDALENA,"47,660",SABANAS DE SAN ÁNGEL,SABANAS DE SAN ÁNGEL,ARIZONA,LA SIRENA - ISAORITUNNA,ASOISAORITUNNA,465,Pequeña,Riego,NO,70,70,104,"Hortalizas, Frutales, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Rios Chimicuica y Corozal,CORPAMAG,NO,,,,,74° 10.824' W,9° 48.421' N,,NO
417,47,MAGDALENA,"47,703",SAN ZENÓN,SAN ZENÓN,,NARANJAL,ASONARANJAL,468,Pequeña,Riego,SI,100,100,35,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Directos Bajo Magdalena entre El Banco y El Plato,CORPAMAG,NO,,,,,74° 19.821' W,9° 19.325' N,,NO
418,47,MAGDALENA,"47,707",SANTA ANA,SANTA ANA,LAS FLORES,SANTA ANA,ASOSANTANA,479,Pequeña,Riego,NO,30,30,24,"Pastos, Hortalizas, Maíz, Yuca",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Chimicua,Rios Chimicuica y Corozal,CORPAMAG,NO,,,,,74° 33.468' W,9° 22.636' N,,NO
419,47,MAGDALENA,"47,001",SANTA MARTA,SANTA MARTA,DON DIEGO (CORREGIMIENTO),DOÑA CLAUDIA,ASOCLAUDIA,463,Pequeña,Riego,NO,67,67,34,"Plátano, Frutales, Hortalizas, Yuca, Ñame",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Don Dieguito,Rio  Piedras - Rio Manzanares,CORPAMAG,NO,,,,,74° 5.464' W,11° 16.095' N,,NO
420,47,MAGDALENA,"47,001",SANTA MARTA,SANTA MARTA,"TIGRERA, CORREGIMIENTO DE MINCA",EL PORVENIR,ASOPORVENIR,473,Pequeña,Riego,NO,46,46,22,"Coco, Mango, Limón, Guanábana, Naranja, Aguacate, Pasto, Papaya, Plátano, Hortalizas, Frutales, Yuca, Maíz, Tomate",Público,ADR,Legalizado,Públicos,ADR,"Quebrada El Silencio, Tigrera y Tamacá",Rio  Piedras - Rio Manzanares,CORPAMAG,NO,,,,,74° 8.461' W,11° 11.223' N,,SI
421,47,MAGDALENA,"47,001",SANTA MARTA,SANTA MARTA,MAZINGA,MAZINGA,ASOMAZINGA,466,Pequeña,Riego,NO,40,40,67,"Frutales, Plátano, Hortalizas, Mango, Papaya, Naranja, Tomate, Yuca",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Manzanares,Rio  Piedras - Rio Manzanares,CORPAMAG,NO,,,,,74° 8.059' W,11° 8.533' N,,NO
422,47,MAGDALENA,"47,980",ZONA BANANERA,"CIENAGA, ZONA BANANERA",ZAWADY,RIO FRIO,ASORIOFRIO,474,Gran,Riego y Drenaje,SI,"6,835","5,672",630,"Banano, Palma Africana, Pancoger, Frutales, Mango, Limón",Público,ADR,Legalizado,Públicos,ADR delegada,Río Frío,Cga Grande de Santa Marta,CORPAMAG,SI,,,,,74° 11.354' W,10° 55.112' N,,SI
423,47,MAGDALENA,"47,980",ZONA BANANERA,ZONA BANANERA,PRADO SEVILLA,SEVILLA,ASOSEVILLA,480,Gran,Riego y Drenaje,SI,"7,100","7,100",418,"Banano, Palma Africana, Frutales, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Sevilla,Cga Grande de Santa Marta,CORPAMAG,SI,,,,,74° 12.685' W,10° 48.413' N,,NO
424,47,MAGDALENA,"47,980",ZONA BANANERA,ZONA BANANERA,TUCURINCA,TUCURINCA,ASOTUCURINCA,481,Gran,Riego y Drenaje,SI,"8,304","8,304",352,"Palma Africana, Banano, Arroz, Frutales, Pastos, Pancoger, Ganadería",Público,ADR,Legalizado,Públicos,ADR delegada,Río Tucurinca,Cga Grande de Santa Marta,CORPAMAG,SI,,,,,74° 12.165' W,10° 41.182' N,,SI
425,50,META,"50,006",ACACIAS,ACACIAS,SAN JOSÉ,SAN JOSÉ,ASOSANJOSE,497,Pequeña,Riego,SI,64,64,32,"Pastos Piscícola ,Cachama, Pargo Rojo, Carpa,, Yuca, Plátano, Naranja, Mandarina, Pan de Árbol, Frutales, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Orotoy,Rio Metica (Guamal - Humadea),CORMACARENA,SI,,,,,73° 44.220' W,3° 59.096' N,,NO
426,50,META,"50,006",ACACIAS,ACACIAS,SAN JOSÉ Y RANCHO GRANDE,SAN JUANÍA,ASOJUANIA,490,Pequeña,Riego,SI,360,360,64,"Piscícola, Ganadería, Pastos, Pancoger, Frutales",Público,ADR,Legalizado,Públicos,ADR,"Río Acacias, Río Orotoy",Rio Metica (Guamal - Humadea),CORMACARENA,SI,,,,,73° 47.781' W,3° 56.980' N,,SI
427,50,META,"50,223",CUBARRAL,CUBARRAL,SAN CAYETANO,BRISAS DEL TONOA,ASOTONOA,500,Pequeña,Riego,NO,10,10,10,"Piscícola, Café, Papaya, Cacao, Pastos, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Caño Pajuil,Rio Ariari,CORMACARENA,NO,,,,,73° 57.063' W,3° 39.428' N,,NO
428,50,META,"50,226",CUMARAL,CUMARAL,GUACAVIA,GUACAVIA,ASOGUACAVIA,487,Pequeña,Riego,NO,60,60,18,"Piscícola, Pastos, Frutales, Habichuela",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Guacavia,Rio Guatiquia,CORMACARENA,SI,,,,,73° 27.412' W,4° 12.404' N,,NO
429,50,META,"50,245",EL CALVARIO,EL CALVARIO,SAN LUIS DE LADERA,SAN LUIS LADERA,ASOLADERA,491,Pequeña,Riego,NO,36,36,18,"Frijol, Mora, Lulo, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada La Azucena,Rio Guatiquia,CORMACARENA,SI,,,,,73° 47.980' W,4° 21.469' N,,NO
430,50,META,"50,270",EL DORADO,EL DORADO,AGUAS ZARCAS,AGUAS ZARCAS,ASOZARCAS,496,Pequeña,Riego,SI,336,336,28,"Piscícola, Cítricos, Cacao, Plátano, Naranja, Aguacate, Café, Yuca, Maracuyá, Ganadería de Doble Propósito, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Caño Aguas Zarcas,Rio Ariari,CORMACARENA,SI,,,,,73° 45.740' W,3° 41.744' N,,NO
431,50,META,"50,270",EL DORADO,EL DORADO,SAN ISIDRO,SAN ISIDRO,ASOSANISIDRO,488,Pequeña,Riego,SI,180,180,22,"Pastos, Papaya, Café, Cacao, Ganadería, Plátano, Cítricos, Piscicultura, Pancoger, Yuca, Maíz, Maracuyá, Tomate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Caño Leche,Rio Ariari,CORMACARENA,NO,,,,,73° 47.151' W,3° 35.917' N,,NO
432,50,META,"50,270",EL DORADO,EL DORADO,SANTA ROSA ALTA,SANTA ROSA ALTA,ASUSALTA,502,Pequeña,Riego,SI,60,60,18,"Piscícola, Cítricos, Café, Cacao, Plátano, Ganadería, Aguacate, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Chorritos,Rio Ariari,CORMACARENA,NO,,,,,73° 50.304' W,3° 37.785' N,,NO
433,50,META,"50,270",EL DORADO,EL DORADO,SANTA ROSA BAJA,SANTA ROSA BAJA,ASUBAJA,501,Pequeña,Riego,NO,46,46,20,"Piscícola, Pastos, Cacao, Habichuela, Maracuyá, Cítricos, Aguacate, Pastos, Frutales, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Caño Pajuil,Rio Ariari,CORMACARENA,SI,,,,,73° 47.487' W,3° 40.953' N,,NO
434,50,META,"50,318",GUAMAL,GUAMAL,PIO XII,OROTOY,ASOOROTOY,494,Pequeña,Riego,SI,"1,500","1,500",500,"Pastos, Ganadería de Doble Propósito",Privado,Asociación,Propio,Otros,Asociación de Usuarios,"Río Orotoy, Río Guamal",Rio Metica (Guamal - Humadea),CORMACARENA,NO,,,,,73° 52.948' W,3° 54.139' N,,NO
435,50,META,"50,330",MESETAS,MESETAS,BRISAS Y NARANJAL,BRISAS NARANJAL,ASONARANJAL,493,Pequeña,Riego,SI,53,53,33,"Pastos, Plátano, Café, Cacao, Cítricos, Fríjol, Yuca, Pancoger, Maíz, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Agua Linda,Rio Guape,CORMACARENA,SI,,,,,74° 9.902' W,3° 7.667' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013.,NO
436,50,META,"50,330",MESETAS,MESETAS,DIAMANTE,DIAMANTE,ASODIAMANTE,486,Pequeña,Riego,SI,60,60,25,"Plátano, Pastos, Papaya, Café, Maíz, Frijol, Maracuyá, Cítricos Cacao, Tomate, Peces, Ganado, Frutales, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Caño Dulce,Rio Guape,CORMACARENA,NO,,,,,74° 3.780' W,3° 5.475' N,,NO
437,50,META,"50,330",MESETAS,MESETAS,MERCEDES LAS ROSAS,LAS MERCEDES,ASOMER,492,Pequeña,Riego,SI,100,100,50,"Plátano, Pastos, Papaya, Caña, Cacao, Maíz, Cítricos, Ganadería de Doble Propósito, Pancoger",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada La Cristalina,Rio Guape,CORMACARENA,NO,,,,,74° 9.902' W,3° 3.636' N,,NO
438,52,NARIÑO,"52,036",ANCUYA,ANCUYA,CORREGIMIENTO CRUZ DE MAYO,PROGRESO DE CRUZ DE MAYO,ASOPROMAYO,889,Pequeña,Riego,SI,154,154,140,,Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,,Rio Guaitara,CORPONARIÑO,NO,,,,,77° 32.038' W,1° 14.413' N,Estatutos actualizados.,NO
439,52,NARIÑO,"52,110",BUESACO,BUESACO,"FRANCO VILLA, HIGUERONES, SUMAPAZ, LA LOMA",BUESACO LA LOMA,ASOLOMA,518,Pequeña,Riego,SI,171,171,183,"Maíz, Fríjol, Café, Yuca, Frutales, Lulo, Cítricos, Aguacate, Papaya, Piña, Tomate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Pajajoy Según SC Río Buesaquillo,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 9.667' W,1° 24.925' N,,NO
462,52,NARIÑO,"52,227",CUMBAL,CUMBAL,,LA FABRICA,ASO - FABRICA,858,Pequeña,Riego,SI,150,150,144,,Privado,Asociación,Propio,AIS - DRE 2011,Asociación de Usuarios,,,CORPONARIÑO,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
440,52,NARIÑO,"52,110",BUESACO,BUESACO,LA ESPERANZA,LA ESPERANZA,ASO-LA ESPERANZA,515,Pequeña,Riego,SI,70,70,74,"Fresa, Lulo, Tomate de Árbol, Papa, Alverja, Pastos, Maíz, Fique",Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,Quebrada Panacas,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 8.058' W,1° 21.549' N,,NO
441,52,NARIÑO,"52,110",BUESACO,BUESACO,"SAN JOSÉ DE COAPITAS, ORTEGAS LAS COCHAS, ORTEGA LOS CORRALES",LAS COCHAS,ASOBOQUERON,"1,032",Pequeña,Riego,SI,200,200,192,"Maíz, Caña, Papa, Café, Plátano, Fríjol",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Meneses,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 8.295' W,1° 19.745' N,,NO
442,52,NARIÑO,"52,110",BUESACO,BUESACO,LLANO LARGO,LLANO LARGO,ASO-LLANO LARGO,516,Pequeña,Riego,SI,56,56,48,"Fresa, Arveja, Fríjol, Maíz, Papa, Ganado Lechero, Lulo, Tomate de Árbol",Privado,Asociación,Propio,AIS 2008 I,Asociación de Usuarios,Quebrada Pananacas,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 10.446' W,1° 20.704' N,,NO
443,52,NARIÑO,"52,110",BUESACO,BUESACO,"QUITUPAMBA, CORTIJO",QUITUPAMBA,ASO QUITUPAMBA,548,Pequeña,Riego,SI,63,63,36,"Maíz, Fríjol, Alverja, Frutales, Tomate, Papa, Mora, Café, Lulo, Fresa",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Meneses,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 14.900' W,1° 26.258' N,,NO
444,52,NARIÑO,"52,110",BUESACO,BUESACO,"ROSAL DEL MONTE, EL SOCORRO, MONSERRATE, EL MANZANO, TACASCO",ROSAL DEL MONTE,ASOROSAL DEL MONTE,549,Pequeña,Riego,SI,30,30,28,"Pastos, Maíz, Fríjol, Papa, Arveja, Cebolla, Frutales, Tomate de Árbol, Lulo",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Piedra Blanca Según SC Quebrada Peña Blanca,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 15.755' W,1° 24.868' N,,NO
445,52,NARIÑO,"52,110",BUESACO,BUESACO,TONGOSOY,TONGOSOY,ASOTONGOSOY,563,Pequeña,Riego,SI,73,73,53,"Fríjol, Maíz, Tomate, Pastos, Café",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Meneses,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 13.089' W,1° 22.671' N,,NO
446,52,NARIÑO,"52,240",CHACHAGUI,CHACHAGUI,"PASISARA, GUAYABILLOS, SIMARRONES",GUAYABILLOS,ASOGUAYABILLOS,511,Pequeña,Riego,NO,113,113,88,"Café, Fríjol, Frutales, Maíz",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Salado,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 15.977' W,1° 23.478' N,,NO
447,52,NARIÑO,"52,203",COLON,COLON,"SAN MATEO, LAS LAJAS, BUESACO",SAN MATEO,ASOSANMATEO,553,Pequeña,Riego,SI,60,60,45,"Maní, Café, Maíz, Fríjol, Tomate, Lulo, Banano, Limón",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada San Mateo,Rio Mayo,CORPONARIÑO,SI,,,,,77° 6.405' W,1° 38.763' N,,NO
448,52,NARIÑO,"52,207",CONSACA,CONSACA,BOMBONA,BOMBONA,ASOBOMBONA,559,Pequeña,Riego,SI,43,43,43,"Caña, Maíz, Fríjol, Café, Hortalizas",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada Azufral, Quebrada La Leonera",Rio Guaitara,CORPONARIÑO,SI,,,,,77° 29.097' W,1° 10.494' N,,NO
449,52,NARIÑO,"52,207",CONSACA,CONSACA,,CARIACO BAJO,ASO - SAN MIGUEL DE CARIACO BAJO,922,Pequeña,Riego,SI,120,120,132,"Tomate, Café",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 26.783' W,1° 12.474' N,,NO
450,52,NARIÑO,"52,207",CONSACA,CONSACA,TEJAR,EL TEJAR,EL TEJAR,536,Pequeña,Riego,SI,17,17,39,"Tomate, Maíz, Fríjol, Café, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada El Cucho, Cula",Rio Guaitara,CORPONARIÑO,SI,,,,,77° 27.866' W,1° 14.659' N,,NO
451,52,NARIÑO,"52,207",CONSACA,CONSACA,ROSARIO BAJO,ROSARIO BAJO,ASOROSARIO BAJO,550,Pequeña,Riego,SI,43,43,36,"Café, Maíz, Caña, Fríjol, Cebada, Alverja, Hortalizas",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Churupamba,Rio Guaitara,CORPONARIÑO,NO,,,,,77° 31.146' W,1° 14.607' N,,NO
452,52,NARIÑO,"52,207",CONSACA,CONSACA,"SAN RAFAEL, LA VEGA",SAN RAFAEL,ASOSAN RAFAEL,555,Pequeña,Riego,SI,23,23,32,"Fríjol, Maíz, Tomate, Café, Pastos, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Zaragoza,Rio Guaitara,CORPONARIÑO,NO,,,,,77° 29.816' W,1° 15.231' N,,NO
453,52,NARIÑO,"52,207",CONSACA,CONSACA,"SANTA INÉS, JOSEPE",SANTA INÉS,ASOSANTA INÉS,556,Pequeña,Riego,SI,28,28,41,"Tomate, Café, Fríjol, Maíz, Hortalizas, Frutales, Plátano",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada Curiaco, Quebrada Cascada y Josepe",Rio Guaitara,CORPONARIÑO,NO,,,,,77° 26.007' W,1° 12.313' N,,NO
454,52,NARIÑO,"52,207",CONSACA,CONSACA,,CASUGUAI,ASO - CASUGUAI,908,Pequeña,Riego,SI,76,76,78,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPONARIÑO,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
455,52,NARIÑO,"52,210",CONTADERO,CONTADERO,SAN FRANCISCO,SAN FRANCISCO,ASO - SAN FRANCISCO,523,Pequeña,Riego,SI,65,65,92,"Zanahoria, Papa, Fríjol, Alverja, Hortalizas, Tomate, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada Cutipaz, El Molino",Rio Guaitara,CORPONARIÑO,SI,,,,,77° 32.693' W,0° 54.844' N,,NO
456,52,NARIÑO,"52,224",CUASPUD,CUASPUD,,SAN FRANCISCO,ASOSANFRANCISCO,977,Pequeña,Riego,SI,200,200,220,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPONARIÑO,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
457,52,NARIÑO,"52,227",CUMBAL,CUMBAL,CUETIAL,EL SAUCE,EL SAUCE,961,Pequeña,Riego,SI,20,20,6,"Papa, Ganadería",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada La Montañuela,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 53.377' W,0° 54.707' N,,NO
458,52,NARIÑO,"52,227",CUMBAL,CUMBAL,,GUAMIALAMAG,ASO-GUAMIALAMAG,510,Pequeña,Riego,NO,97,97,47,,Privado,Asociación,Propio,AIS 2008 II,Asociación de Usuarios,,Rio Guaitara,CORPONARIÑO,NO,,,,,77° 55.164' W,0° 54.359' N,,NO
459,52,NARIÑO,"52,227",CUMBAL,CUMBAL,GUAPASCAL ALTO,GUAN- CARRETERA,ASO-GUAN CARRETERA,506,Pequeña,Riego,SI,112,112,180,"Pastos, Papa",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Paganta,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 54.066' W,0° 56.505' N,,NO
460,52,NARIÑO,"52,227",CUMBAL,CUMBAL,"GUAN, TASMAG, QUILISMAL, CUETIAL",GUAN- TASMAG,ASOGUAN- TASMAG,560,Pequeña,Riego,SI,222,222,309,"Papa, Haba, Cebolla Larga, Papa, Hortalizas, Pastos, Ganadería, Fríjol, Maíz, Tomate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Cauce Según SC Río Sauce,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 50.129' W,0° 49.182' N,,NO
463,52,NARIÑO,"52,254",EL PEÑOL,EL PEÑOL,"BANAO, EL RINCÓN, CHARGUAYACO, PANDANGO, GUAYABAL, LA TOMA, GUAYABILLO",GUAYABILLO BANAO,ASOGUBARIN,859,Pequeña,Riego,SI,351,351,306,"Pimentón, Pepino, Habichuela, Guayaba, Maracuyá, Papaya",Privado,Asociación,Propio,AIS 2009,Asociación de Usuarios,"Quebrada Pocaurco, El salado - Municipio El Tambo",Rio Juananbu,CORPONARIÑO,SI,,,,,77° 25.801' W,1° 29.899' N,,NO
464,52,NARIÑO,"52,254",EL PEÑOL,EL PEÑOL,"SAN FRANCISCO, GUAMBANGA, PINDOPAMBA",SAN FRANCISCO,ASOFRANCISCO,524,Pequeña,Riego,SI,250,250,194,"Maní, Café, Papaya, Plátano",Público,ADR,Legalizado,Públicos,ADR,"Quebrada Pocaurco, El salado",Rio Juananbu,CORPONARIÑO,SI,,,,,77° 25.174' W,1° 30.532' N,,SI
465,52,NARIÑO,"52,256",EL ROSARIO,EL ROSARIO,MARTÍN PÉREZ,MARTÍN PÉREZ,ASOMARTÍN PÉREZ,546,Pequeña,Riego,SI,21,21,20,"Maní, Yuca, Fríjol, Pastos, Plátano, Frutales, Limón",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Martín Pérez,Rio Patia Alto,CORPONARIÑO,NO,,,,,77° 22.676' W,1° 41.704' N,,NO
466,52,NARIÑO,"52,256",EL ROSARIO,EL ROSARIO,EL SALADO,SALADO CENTRO,EL PARAISO,534,Pequeña,Riego,SI,53,53,51,"Café, Fríjol, Maíz, Mora, Lulo",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Salado,Rio Patia Alto,CORPONARIÑO,NO,,,,,77° 8.919' W,1° 33.733' N,,NO
467,52,NARIÑO,"52,256",EL ROSARIO,EL ROSARIO,VALLE DE CUMBITARA,VALLE CUMBITARA,ASO VALLE DE CUMBITARA,564,Pequeña,Riego,SI,58,58,35,"Papaya, Maní, Cebolla Cabezona, Limón, Naranja, Mandarina, Mango, Maíz, Ahuyama, Sandia, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Santa Isabel,Rio Patia Alto,CORPONARIÑO,NO,,,,,77° 19.973' W,1° 45.872' N,,NO
468,52,NARIÑO,"52,256",EL ROSARIO,EL ROSARIO,,RIO GRANDE,ASO - RIOGRANDE,"1,062",Pequeña,Riego,SI,97,97,100,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPONARIÑO,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
469,52,NARIÑO,"52,258",EL TABLÓN DE GÓMEZ,EL TABLÓN DE GÓMEZ,LA CUEVA,LA CUEVA,ASOLACUEVA,514,Pequeña,Riego,SI,54,54,33,"Fique, Maíz, Maní",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Chuzalongo,Rio Juananbu,CORPONARIÑO,SI,,,,,76° 59.143' W,1° 24.635' N,,NO
470,52,NARIÑO,"52,260",EL TAMBO,EL TAMBO,"GUAYABAL, LAS COCHAS, LA TOMA, HUMERO, CAJABAMBA",EL PEÑOL,EL PEÑOL,535,Pequeña,Riego,SI,133,133,133,"Maracuyá, Maíz, Fríjol, Plátano, Café, Banano, Yuca, Guayaba, Papaya",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Molinoyaco,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 27.361' W,1° 27.675' N,,NO
471,52,NARIÑO,"52,260",EL TAMBO,EL TAMBO,LLANOS DE MANCHABAJOY,LLANOS DE MANCHABAJOY,ASOMANCHABAJOY,517,Pequeña,Riego,SI,205,205,107,"Fríjol, Maíz, Limón Papaya, Pimentón, Ají, Café, Maracuyá",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Curiaco Según SC Quebrada El Chupadero,Rio Juananbu,CORPONARIÑO,SI,,,,,77° 22.803' W,1° 25.632' N,,NO
472,52,NARIÑO,"52,260",EL TAMBO,EL TAMBO,,SAN FRANCISCO,ASOSANFRANCISCO,"1,327",Pequeña,Riego,SI,250,250,194,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 23.906' W,1° 24.848' N,,NO
473,52,NARIÑO,"52,260",EL TAMBO,EL TAMBO,,ASODISAN,ASODISAN,957,Pequeña,Riego,SI,280,280,208,,Privado,Asociación,Propio,AIS - DRE 2013,Asociación de Usuarios,,,CORPONARIÑO,,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
474,52,NARIÑO,"52,287",FUNES,FUNES,GUAPUSCAL ALTO,GUAPUSCAL ALTO- HUMEADORA,ASOGUAPUSCAL ALTO - HUMEADORA,"1,265",Pequeña,Riego,SI,119,119,101,"Fríjol, Arveja, Cebolla, Tomate, Lulo, Mora, Trigo, Cebada, Maíz, Coliflor, Café, Tomate de Árbol, Pastos",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada la Humeadora,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 27.989' W,0° 57.193' N,,NO
475,52,NARIÑO,"52,287",FUNES,FUNES,GUAPUSCAL ALTO,GUAPUSCAL ALTO-  CURIACO,ASOGUAPUSCAL ALTO - CURIACO,"1,266",Pequeña,Riego,NO,365,365,268,"Fríjol, Arveja, Maíz, Lulo, Tomate de Árbol, Mora, Hortalizas, Tomate, Café, Trigo, Cebada, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Curiaco,Rio Guaitara,CORPONARIÑO,SI,,,,,77° 27.989' W,0° 57.193' N,,NO
